Feature_Name,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Feature_Type,Quad,Approval_Status,Origin
Nako,43,-29.67,82.93,-29.32,-30.04,83.33,82.55,"Crater, craters",mc21,Approved,Town in Burkina Faso.
Naktong Vallis,669.63,4.89,33.39,8.45,1.88,35.48,30.35,"Vallis, valles",mc12,Approved,Modern name for river in the Republic of Korea.
Nakusp,7.26,24.73,-35.45,24.79,24.67,-35.38,-35.52,"Crater, craters",mc11,Approved,Town in British Columbia.
Nan,2.29,-26.69,-19.94,-26.67,-26.71,-19.92,-19.96,"Crater, craters",mc19,Approved,Town in Thailand.
Nanedi Valles,550,5.05,-48.62,8.59,0.43,-47.52,-50.78,"Vallis, valles",mc10,Approved,"Word for ""planet"" in Sesotho, national language of Lesotho, Africa."
Nansen,74.63,-49.92,-140.42,-49.29,-50.55,-139.44,-141.4,"Crater, craters",mc24,Approved,Fridtjof; Norwegian explorer (1861-1930).
Napo Vallis,87.5,-25.97,78.03,-25.32,-26.71,78.13,77.76,"Vallis, valles",mc21,Approved,River in Ecuador.
Nardo,25.1,-27.51,-32.84,-27.29,-27.72,-32.6,-33.08,"Crater, craters",mc19,Approved,Town in Italy.
Naro Vallis,442.72,-4,60.71,-0.62,-7.14,61.29,60.13,"Vallis, valles",mc21,Approved,"Ancient name for modern Neretva River, Yugoslavia."
Naruko,4.17,-36.24,-161.7,-36.2,-36.27,-161.65,-161.74,"Crater, craters",mc24,Approved,Former town in Japan.
Naryn,3.94,14.89,123.3,14.92,14.86,123.33,123.26,"Crater, craters",mc14,Approved,Town in Kyrgyzstan. 
Nat Cavus,40.4,-11.9,-96.9,-11.7,-12.2,-96.5,-97.2,"Cavus, cavi",mc17,Approved,Danish word for night.
Naukan,7.47,21.25,-30.58,21.32,21.19,-30.51,-30.64,"Crater, craters",mc11,Approved,Town in Russia.
Navan,24.86,-25.89,-23.5,-25.68,-26.1,-23.26,-23.73,"Crater, craters",mc19,Approved,Town in Ireland.
Navua Valles,500,-33.94,82.68,-29.5,-37.18,85.79,79.31,"Vallis, valles",mc28,Approved,River in Fiji.
Nazca,15.01,-31.63,93.67,-31.5,-31.75,93.82,93.52,"Crater, craters",mc28,Approved,Town in Peru.
Nectar,0,-27.72,-72,-27.72,-27.72,-72,-72,Albedo Feature,mc18,Approved,Named for the drink of the gods.
Nectaris Fossae,623.07,-23.09,-57.16,-16.94,-28.8,-55.8,-59.89,"Fossa, fossae",mc18,Approved,Classical albedo feature name.
Nectaris Montes,220,-14.64,-54.65,-14.1,-15.08,-52.62,-56.31,"Mons, montes",mc18,Approved,"Classical martian albedo feature, Nectaris"
Negele,36.93,-35.8,96,-35.49,-36.11,96.38,95.61,"Crater, craters",mc28,Approved,Town in Ethiopia.
Negril,52,20.19,69.43,20.63,19.75,69.86,69.01,"Crater, craters",mc13,Approved,Town in Jamaica.
Neith Regio,0,37.67,88,37.67,37.67,88,88,Albedo Feature,mc06,Approved,Lower world in Egyptian mythology.
Neive,2.79,23.18,107.07,23.21,23.16,107.1,107.05,"Crater, craters",mc14,Approved,Town in Italy.
Nema,14.54,20.7,-52.13,20.82,20.57,-51.99,-52.25,"Crater, craters",mc10,Approved,Town in Russia.
Nepa,16.16,-24.97,-19.67,-24.83,-25.11,-19.51,-19.81,"Crater, craters",mc19,Approved,Town in Russia.
Nepenthes,0,19.78,100,19.78,19.78,100,100,Albedo Feature,mc14,Approved,Egyptian drug of forgetfulness.
[Nepenthes Patera],25,11.86,89,11.86,11.86,89,89,"Patera, paterae",mc13,Dropped,Classical albedo feature name; dropped 1979.
Nepenthes Planum,1650.14,14.01,113.79,18.09,7.19,127.41,99.51,"Planum, plana",mc14,Approved,Classical albedo feature name.
Nereidum Fretum,0,-44.66,-55,-44.66,-44.66,-55,-55,Albedo Feature,mc26,Approved,"""Straits of the Nereids"", who were sea nymphs."
Nereidum Montes,1142.58,-37.57,-43.21,-36.43,-48.66,-29.86,-56.91,"Mons, montes",mc26,Approved,Classical albedo feature name.
Neretva Vallis,17,18.55,77.2,18.6,18.5,77.3,77,"Vallis, valles",mc13,Approved,River in Bosnia and Herzegovina and Croatia.
Nestus Valles,38.25,-7.03,-158.48,-6.8,-7.33,-158.34,-158.54,"Vallis, valles",mc16,Approved,Classical name for river in Macedonia (Greece).
Neukum,102,-44.9,28.4,-44,-45.7,29.6,27.2,"Crater, craters",mc27,Approved,Gerhard; German planetary scientist (1944-2014).
Never,2.75,23.5,105.77,23.53,23.48,105.8,105.75,"Crater, craters",mc14,Approved,Town in Russia.
Neves,22.13,-3.39,151.31,-3.2,-3.58,151.48,151.13,"Crater, craters",mc23,Approved,Town in the Republic of Sao Tome and Principe.
New Bern,1.73,21.53,-49.15,21.55,21.52,-49.14,-49.17,"Crater, craters",mc10,Approved,American colonial town (North Carolina).
Newcomb,254.13,-24.27,1.04,-22.14,-26.42,3.38,-1.33,"Crater, craters",mc20,Approved,Simon; American astronomer (1835-1909).
New Haven,1.51,22.08,-49.26,22.09,22.06,-49.25,-49.28,"Crater, craters",mc10,Approved,American colonial town (Connecticut).
New Plymouth,31.54,-15.78,175.87,-15.51,-16.04,176.15,175.6,"Crater, craters",mc23,Approved,"Town in Idaho, USA."
Newport,1.97,22.24,-48.96,22.25,22.22,-48.94,-48.98,"Crater, craters",mc10,Approved,American colonial town (Rhode Island).
Newton,299.94,-40.5,-158.03,-37.97,-43.03,-154.7,-161.36,"Crater, craters",mc24,Approved,Isaac; British physicist (1643-1727).
Newton Tholus,80.39,-40.48,-165.11,-40.04,-41.03,-164.33,-166.16,"Tholus, tholi",mc24,Approved,"Named for nearby crater, Newton."
Nhill,23.7,-28.68,-103.33,-28.48,-28.88,-103.1,-103.56,"Crater, craters",mc17,Approved,"Town in Victoria, Australia."
Nia Chaos,48,-6.74,-67.38,-6.52,-6.93,-66.99,-67.78,"Chaos, chaoses",mc18,Approved,"Classical albedo feature name, Nia."
Nia Fossae,379.56,-14.73,-71.77,-12.52,-16.39,-68.63,-75.15,"Fossa, fossae",mc18,Approved,Classical albedo feature name.
Nia Mensa,95,-7.72,-67.32,-7.21,-8.28,-66.62,-68.03,"Mensa, mensae",mc18,Approved,"Classical albedo feature name, Nia"
Nia Tholus,34.01,-6.59,-74.95,-6.37,-6.82,-74.66,-75.24,"Tholus, tholi",mc18,Approved,Classical albedo feature name.
Nia Vallis,140,-53.53,-34.81,-52.92,-54.57,-33.1,-36.36,"Vallis, valles",mc26,Approved,Lowell canal name; also classical river name.
Nicer Vallis,22.6,-6.96,-158.19,-6.87,-7.09,-158.09,-158.31,"Vallis, valles",mc16,Approved,"Classical name for present Neckar River, Germany."
Nicholson,102.45,0.21,-164.43,1.08,-0.65,-163.57,-165.29,"Crater, craters",mc08,Approved,Seth Barnes; American astronomer (1891-1963).
Nier,46.3,42.79,106.11,43.18,42.4,106.64,105.58,"Crater, craters",mc06,Approved,Alfred O.C.; American physicist (1911-1994).
Niesten,114.81,-28,57.75,-27.03,-28.97,58.84,56.65,"Crater, craters",mc21,Approved,Louis; Belgian astronomer (1844-1920).
Nif,8.48,19.91,-56.24,19.98,19.84,-56.16,-56.31,"Crater, craters",mc10,Approved,Town in the Caroline Islands (Yap).
Niger Vallis,360,-34.96,92.57,-31.86,-36.81,95.32,90.06,"Vallis, valles",mc28,Approved,River in Africa.
Niliacus Lacus,0,29.71,-30,29.71,29.71,-30,-30,Albedo Feature,mc11,Approved,"""Lake of the Nile."""
Nili Fossae,727.91,22.02,76.69,27.11,16.97,81.32,72.14,"Fossa, fossae",mc13,Approved,Classical albedo feature name.
Nili Patera,67.51,8.97,67.17,9.59,8.46,67.73,66.64,"Patera, paterae",mc13,Approved,Classical albedo feature name.
Nili Planum,128.55,18.6,77.1,19.7,17.5,77.9,76.3,"Planum, plana",mc13,Approved,Classical albedo feature name.
Nili Tholus,7,9.15,67.35,9.2,9.09,67.4,67.3,"Tholus, tholi",mc13,Approved,Classical albedo feature name.
Nilokeras,0,29.71,-55,29.71,29.71,-55,-55,Albedo Feature,mc10,Approved,"""Horn of the Nile;"" part of ""Nulus"" Canal."
Nilokeras Fossa,267,24.59,-57.83,26.03,22.88,-56,-59.63,"Fossa, fossae",mc10,Approved,Classical albedo feature name.
Nilokeras Mensae,450.88,30.48,-51.95,35.22,27.72,-47.18,-55.72,"Mensa, mensae",mc04,Approved,Albedo feature name.
Nilokeras Scopulus,901.48,31.72,-55.85,36.06,30.71,-51.2,-63.29,"Scopulus, scopuli",mc04,Approved,"From albedo feature at 30N, 55W."
Nilosyrtis,0,41.66,70,41.66,41.66,70,70,Albedo Feature,mc06,Approved,Syrtis of the Nile; part of Nilus (Nile) Canal.
Nilosyrtis Mensae,676.03,34.77,68.47,36.87,30.01,74.38,60.95,"Mensa, mensae",mc06,Approved,Classical albedo feature name.
Nilus Chaos,283,25.39,-76.95,26.99,24,-74.73,-79.52,"Chaos, chaoses",mc10,Approved,"Named for albedo feature at 20N, 65W."
Nilus Dorsa,292.9,20.68,-79.06,22.99,18.38,-78.54,-79.71,"Dorsum, dorsa",mc10,Approved,"Named for albedo feature at 20N, 65W."
Nilus Mensae,206.84,22.2,-72.23,22.66,21.57,-70.38,-74.07,"Mensa, mensae",mc10,Approved,"Named for albedo feature at 20N, 65W."
Nipigon,8.89,33.76,-81.84,33.83,33.68,-81.75,-81.93,"Crater, craters",mc03,Approved,Town in Canada.
Niquero,10.7,-38.79,-165.97,-38.7,-38.88,-165.85,-166.09,"Crater, craters",mc24,Approved,Town in the Republic of Cuba.
Nirgal Vallis,610,-28.16,-41.68,-26.86,-29.96,-37.57,-46.46,"Vallis, valles",mc19,Approved,"Word for ""Mars"" in Babylonian."
Nitro,29.34,-21.26,-24,-21.02,-21.51,-23.73,-24.26,"Crater, craters",mc19,Approved,"Town in West Virginia, USA."
Nix Olympica,0,19.78,-130,19.78,19.78,-130,-130,Albedo Feature,mc09,Approved,"""Snows of Olympus;"" Olympus was mountain home of gods in Greece."
Njesko,27.77,-35.25,85.11,-35.02,-35.48,85.4,84.82,"Crater, craters",mc28,Approved,Town in Czechoslovakia.
N. Mareotis Tholus,3.58,36.38,-86.21,36.41,36.35,-86.18,-86.24,"Tholus, tholi",mc03,Approved,Classical albedo name.
Noachis,0,-44.66,30,-44.66,-44.66,30,30,Albedo Feature,mc27,Approved,"Biblical; ""Noah's (Region)."""
Noachis Terra,5519.45,-50.41,-5.16,-2.53,-83.6,74.61,-59.96,"Terra, terrae",mc26,Approved,Classical albedo feature name.
Noc Cavus,29.7,-13.4,-96.7,-13.2,-13.6,-96.5,-96.9,"Cavus, cavi",mc17,Approved,Polish word for night.
Noctis Fossae,712.73,-2.69,-98.85,0.35,-6.22,-92.8,-104.96,"Fossa, fossae",mc17,Approved,"Classical albedo feature at 10S, 96W."
Noctis Labyrinthus,1190.31,-6.36,-101.19,-2.79,-13.62,-91.31,-111.58,"Labyrinthus, labyrinthi",mc17,Approved,Classical albedo feature name.
Noctis Tholus,18,-12.3,-98.2,-12.2,-12.4,-98.1,-98.4,"Tholus, tholi",mc17,Approved,"Classical albedo feature name, Noctis Lacus."
Noma,40.49,-25.43,-24.31,-25.09,-25.77,-23.93,-24.68,"Crater, craters",mc19,Approved,Town in Namibia.
Noord,7.8,-19.27,-11.27,-19.21,-19.34,-11.2,-11.34,"Crater, craters",mc19,Approved,Town in Aruba.
Nordenskiöld,85.6,-52.37,-158.76,-51.65,-53.09,-157.57,-159.94,"Crater, craters",mc24,Approved,"Nils Adolf Erik; Swedish geologist and geographer, arctic researcher (1832-1901)."
Northport,18.44,18.52,-54.48,18.68,18.37,-54.31,-54.64,"Crater, craters",mc10,Approved,"Town in Alabama, USA."
Novara,86.98,-24.9,-10.69,-24.43,-25.37,-9.94,-11.43,"Crater, craters",mc19,Approved,Town in Italy.
Nqutu,21,-38.04,169.55,-37.86,-38.22,169.77,169.34,"Crater, craters",mc29,Approved,"Nquthu, town in South Africa."
Nune,8.47,17.55,-38.76,17.62,17.48,-38.69,-38.83,"Crater, craters",mc11,Approved,Town in Mozambique.
Nutak,11.26,17.41,-30.26,17.51,17.32,-30.16,-30.36,"Crater, craters",mc11,Approved,"Town in Newfoundland, Canada."
Nybyen,6.2,-37.02,-16.66,-36.97,-37.08,-16.59,-16.72,"Crater, craters",mc26,Approved,Town in Norway.
Obock,14.45,-2.01,150.53,-1.89,-2.13,150.65,150.4,"Crater, craters",mc23,Approved,Town in the Republic of Djibouti.
Ocampo,7.16,32.66,138.3,32.73,32.61,138.38,138.24,"Crater, craters",mc07,Approved,Town in Mexico.
Oceanidum Fossa,167.16,-61.58,-29.51,-60.41,-62.65,-27.65,-30.77,"Fossa, fossae",mc26,Approved,Classical albedo feature name.
Oceanidum Mons,33.39,-54.93,-41.23,-54.67,-55.18,-40.78,-41.65,"Mons, montes",mc26,Approved,Name change from Charitum Tholus.
Ochakov,31.05,-42.11,-31.86,-41.85,-42.38,-31.51,-32.21,"Crater, craters",mc26,Approved,Town in Ukraine.
Ochus Valles,127,7.07,-45.04,7.86,6.17,-44.88,-45.46,"Vallis, valles",mc10,Approved,Classical name for present Hari-Rud River in Turkmenistan.
Octantis Cavi,71.21,-52.57,-45.97,-51.96,-53.15,-45.38,-46.42,"Cavus, cavi",mc26,Approved,Albedo name.
Octantis Mons,19.09,-55.26,-42.85,-55.2,-55.36,-42.55,-43.11,"Mons, montes",mc26,Approved,Albedo name.
Oenotria Cavi,247,-3.86,78.9,-1.89,-5.83,80.34,77.45,"Cavus, cavi",mc21,Approved,"Classical albedo feature name, Oenotria."
Oenotria Plana,61.25,-8.14,76.64,-4.53,-11.45,82.64,68.38,"Planum, plana",mc21,Approved,Classical albedo feature name.
Oenotria Scopuli,1425,-6.62,77.11,-1.79,-11.42,88.75,65.7,"Scopulus, scopuli",mc21,Approved,Classical albedo feature name.
Oglala,17.59,-3.11,-38.11,-2.96,-3.26,-37.96,-38.26,"Crater, craters",mc19,Approved,"Town in South Dakota, USA."
Ogygis Regio,0,-44.66,-65,-44.66,-44.66,-65,-65,Albedo Feature,mc25,Approved,"""Region of Ogygos;"" Ogygos was ancient King of Thebes or Athens, Greece."
Ogygis Rupes,184.23,-33.03,-54.53,-31.06,-34.67,-53.59,-55.29,"Rupes, rupēs",mc26,Approved,Classical albedo feature name.
Ogygis Undae,87.7,-49.66,-66.21,-49.37,-49.94,-65.07,-67.36,"Unda, undae",mc25,Approved,Classical albedo feature name: Ogygis Regio.
Ohara,9.37,4.92,82.48,5,4.84,82.57,82.41,"Crater, craters",mc13,Approved,Town in Japan.
Oituz,15.3,23.46,-18.76,23.58,23.34,-18.63,-18.89,"Crater, craters",mc11,Approved,Town in (Bacău) Romania.
Okavango Valles,285.12,38.1,8.97,39.44,36.07,10.23,7.1,"Vallis, valles",mc05,Approved,River in Botswana.
Okhotsk,1.67,22.97,-47.33,22.98,22.95,-47.32,-47.35,"Crater, craters",mc10,Approved,Russian port.
Okotoks,21.78,-21.21,84.41,-21.02,-21.39,84.61,84.22,"Crater, craters",mc21,Approved,"Town in Alberta, Canada."
Olenek,3.06,19.87,-54.22,19.9,19.85,-54.19,-54.24,"Crater, craters",mc10,Approved,Town in Russia.
Olom,5.89,22.96,-57.66,23.01,22.92,-57.61,-57.71,"Crater, craters",mc10,Approved,Town in Russia.
Oltis Valles,169.3,-23.5,-21.65,-22.07,-24.93,-20.99,-22.45,"Vallis, valles",mc19,Approved,"Ancient name for modern Lot river, France."
Olympia,0,79.88,160,79.88,79.88,160,160,Albedo Feature,mc01,Approved,Ancient and modern Greek city.
Olympia Cavi,342.78,85.06,-177.77,85.88,80.85,-112.44,118.41,"Cavus, cavi",mc01,Approved,Classical albedo feature name.
Olympia Mensae,335.42,78,119.98,79.62,76.1,134.65,110.06,"Mensa, mensae",mc01,Approved,Classical albedo feature name.
Olympia Planum,804.39,82.18,-171.19,84.84,79.08,-119.39,136.72,"Planum, plana",mc01,Approved,Classical albedo feature name.
Olympia Rupēs,1197.04,86.04,174.16,86.2,82,-115.59,115.57,"Rupes, rupēs",mc01,Approved,Classical albedo feature name.
Olympia Undae,1507.96,81.16,178.48,83.21,77.2,-113.2,113.55,"Unda, undae",mc01,Approved,Classical albedo feature name.
Olympica Fossae,420,24.85,-113.92,26.94,22.94,-110.74,-117.14,"Fossa, fossae",mc09,Approved,"From albedo feature at 17N, 134W."
Olympus Maculae,124,17.36,-142.84,17.73,17.03,-141.74,-143.9,"Macula, maculae",mc08,Approved,Classical albedo feature name.
Olympus Mons,610.13,18.65,-133.8,23.68,13.48,-127.8,-139.24,"Mons, montes",mc09,Approved,Classical albedo feature name.
Olympus Paterae,85,18.32,-133.19,18.92,17.72,-132.54,-133.87,"Patera, paterae",mc09,Approved,Classical albedo feature name.
Olympus Rupes,1914.77,18.4,-133.56,23.28,13.76,-129.09,-139.11,"Rupes, rupēs",mc09,Approved,Classical albedo feature name.
Ome,2.85,20.6,104.02,20.62,20.58,104.05,104,"Crater, craters",mc14,Approved,Town in Japan.
Ōmura,8.47,-25.36,-25.21,-25.29,-25.43,-25.14,-25.29,"Crater, craters",mc19,Approved,Town in Japan.
Onon,3.42,16.13,102.48,16.16,16.11,102.51,102.45,"Crater, craters",mc14,Approved,Town in Mongolia.
Oodnadatta,25.44,-52.43,-34.17,-52.21,-52.64,-33.81,-34.52,"Crater, craters",mc26,Approved,Town in Australia.
Ophir,0,-9.88,-65,-9.88,-9.88,-65,-65,Albedo Feature,mc18,Approved,Biblical land to which King Solomon sent naval expedition; probably India.
Ophir Catenae,509,-9.46,-59.4,-8.05,-9.9,-55.43,-64.02,"Catena, catenae",mc18,Approved,Classical albedo feature name.
Ophir Cavus,36.72,-9.89,-55.04,-9.78,-9.98,-54.73,-55.36,"Cavus, cavi",mc18,Approved,Classical albedo feature name.
Ophir Chasma,314.71,-4,-72.35,-2.86,-5.28,-69.72,-74.98,"Chasma, chasmata",mc18,Approved,Classical albedo feature name.
Ophir Labes,92.53,-11.01,-68.28,-10.47,-11.77,-67.64,-69.18,"Labes, labēs",mc18,Approved,"From albedo feature at 10S, 65W."
Ophir Mensa,103.33,-3.99,-73.49,-3.5,-4.56,-72.64,-74.39,"Mensa, mensae",mc18,Approved,Classical albedo feature name.
Ophir Planum,642.24,-8.45,-57.82,-3.08,-13.8,-53.01,-62.97,"Planum, plana",mc18,Approved,Classical albedo feature name.
Oraibi,32.37,17.22,-32.34,17.49,16.94,-32.06,-32.63,"Crater, craters",mc11,Approved,"Town in Arizona, USA."
Orcus Patera,387.64,14.13,178.35,17.29,10.98,179.98,177.12,"Patera, paterae",mc15,Approved,Classical albedo feature name.
Ore,7.15,16.78,-33.93,16.84,16.72,-33.87,-33.99,"Crater, craters",mc11,Approved,Town in Nigeria.
Orinda,9.03,45.37,126.98,45.45,45.29,127.09,126.88,"Crater, craters",mc07,Approved,"Town in California, USA."
Orson Welles,115.99,-0.19,-45.9,0.79,-1.17,-44.92,-46.87,"Crater, craters",mc18,Approved,George Orson; American radio and motion picture actor and director (1915-1985).
Ortygia,0,59.71,0,59.71,59.71,0,0,Albedo Feature,mc04,Approved,Floating island (present Delos) where Leto bore Apollo and Artemis.
Ortygia Colles,255.62,53.9,-9.3,55.65,51.74,-7.87,-11.86,"Collis, colles",mc04,Approved,"Named for classical albedo feature at 65N, 350W."
Ostrov,72.98,-26.55,-28.11,-25.93,-27.16,-27.41,-28.79,"Crater, craters",mc19,Approved,Town in Russia.
Osuga Valles,164,-15.31,-38.59,-14.75,-16.36,-37.76,-39.63,"Vallis, valles",mc19,Approved,River in Russia.
Oti Fossae,373.59,-9.63,-117.09,-7.02,-11.89,-114.92,-119.37,"Fossa, fossae",mc17,Approved,Classical albedo feature.
Ottumwa,51.62,24.58,-55.75,25.02,24.15,-55.27,-56.23,"Crater, craters",mc10,Approved,"Town in Iowa, USA."
Oudemans,124.16,-9.84,-91.77,-8.8,-10.89,-90.7,-92.83,"Crater, craters",mc17,Approved,Jean A.; Dutch astronomer (1827-1906).
Owen,82,-13.46,83.85,-12.8,-14.11,84.51,83.18,"Crater, craters",mc21,Approved,"Tobias, American planetary scientist (1936-2017)."
Oxia Chaos,24.12,0.22,-39.87,0.42,0.02,-39.71,-40.06,"Chaos, chaoses",mc11,Approved,Classical albedo feature name.
Oxia Colles,595.24,21.24,-26.27,25.64,17.15,-23.5,-29.86,"Collis, colles",mc11,Approved,"From albedo feature at 25N, 24W."
Oxia Palus,0,7.91,-18,7.91,7.91,-18,-18,Albedo Feature,mc11,Approved,Lake (swamp into which Oxus River flows; i.e. Sea of Aral).
Oxia Planum,231.03,17.28,-25.71,18.69,15.94,-23.6,-27.71,"Planum, plana",mc11,Approved,Classical albedo feature name.
Oxus,0,19.78,-12,19.78,19.78,-12,-12,Albedo Feature,mc11,Approved,Present Amoo-Darya River.
Oxus Cavus,37.87,37.41,-0.52,37.76,37.11,-0.43,-0.64,"Cavus, cavi",mc04,Approved,Classical albedo feature name.
Oxus Patera,33.42,38.97,-0.34,39.25,38.69,-0.01,-0.67,"Patera, paterae",mc04,Approved,Classical albedo feature name.
Oyama,100.78,23.57,-20.11,24.42,22.72,-19.18,-21.03,"Crater, craters",mc11,Approved,Vance I.; American biochemist (1922-1998).
Pabo,9.18,-26.9,-23.08,-26.82,-26.97,-23,-23.17,"Crater, craters",mc19,Approved,Town in Uganda.
Padus Vallis,57.42,-4.52,-149.98,-4.05,-4.99,-149.92,-150.05,"Vallis, valles",mc16,Approved,Classical name for modern Po River in Italy.
Pai,42,-41.1,37.6,-40.8,-41.5,38,37.1,"Crater, craters",mc27,Approved,Town in Thailand.
Paks,6.9,-7.66,-42.04,-7.6,-7.72,-41.98,-42.1,"Crater, craters",mc19,Approved,Town in Hungary.
Pál,71.21,-31.31,108.7,-30.71,-31.91,109.41,108,"Crater, craters",mc28,Approved,George; American-Hungarian film producer (1908-1980).
Palana,4.53,21.04,102.02,21.08,21,102.06,101.98,"Crater, craters",mc14,Approved,"Town in Kamchatka, Russia."
Palikir,15.57,-41.57,-157.86,-41.44,-41.7,-157.68,-158.03,"Crater, craters",mc24,Approved,Capital of the Federated States of Micronesia.
Pallacopas Vallis,134.77,-54.73,-20.48,-53.06,-55.86,-10.99,-30.11,"Vallis, valles",mc26,Approved,Lowell canal name; also classical river name.
Palos,54.82,-2.69,110.9,-2.23,-3.15,111.36,110.44,"Crater, craters",mc22,Approved,Town in Spain.
Panchaia,0,59.71,160,59.71,59.71,160,160,Albedo Feature,mc07,Approved,"Situated near Heliopolis, Egypt; or island in Red Sea rich in frankincense, gold, silver, thus Utopia."
Panchaia Rupēs,1113.4,64.37,129.83,71.91,57.28,149.99,109.72,"Rupes, rupēs",mc07,Approved,"Named for classical albedo feature at 62N, 220W."
Pandorae Fretum,0,-24.74,44,-24.74,-24.74,44,44,Albedo Feature,mc20,Approved,Woman who let loose evils of world when she opened a box.
Pangboche,10.16,17.28,-133.4,17.36,17.19,-133.31,-133.49,"Crater, craters",mc09,Approved,Village in Nepal.
Paraná Valles,329.13,-23.19,-9.8,-20.55,-25.88,-8.45,-11.67,"Vallis, valles",mc19,Approved,"Ancient and modern name for South American river (Brazil, Argentina)."
Paros,34.61,21.99,-98.13,22.28,21.69,-97.81,-98.44,"Crater, craters",mc09,Approved,Famous in antiquity for its marble quarries.
Parva Planum,1027.32,-73.67,-95.07,-64.5,-80.09,-83.04,-127.64,"Planum, plana",mc30,Approved,Classical albedo feature name.
Pasithea Dorsum,282.2,-55.14,-41.58,-54.25,-56.2,-38.19,-45.01,"Dorsum, dorsa",mc26,Approved,One of the Graces.
Pasteur,116.15,19.31,24.62,20.29,18.33,25.66,23.58,"Crater, craters",mc12,Approved,Louis; French chemist (1822-1895).
Patapsco Vallis,172.87,23.7,152.51,23.87,23.41,154.01,151.17,"Vallis, valles",mc15,Approved,"Modern river in Maryland, USA."
Pau,42.2,-55.4,59.3,-55.05,-55.76,59.93,58.68,"Crater, craters",mc27,Approved,Town in France.
Pavonis Chasma,45.94,2.73,-111.02,3.05,2.41,-110.71,-111.4,"Chasma, chasmata",mc09,Approved,Albedo name.
Pavonis Fossae,156.08,4.15,-111.29,4.66,3.41,-110.07,-112.61,"Fossa, fossae",mc09,Approved,Albedo name.
Pavonis Mons,366.53,1.48,-112.96,4.21,-1.93,-109.87,-116.05,"Mons, montes",mc09,Approved,Classical albedo feature name.
Pavonis Sulci,425.8,4.01,-117.37,7.28,0.29,-114.62,-117.85,"Sulcus, sulci",mc09,Approved,Albedo name.
Peace Vallis,35.24,-4.21,137.23,-3.96,-4.42,137.31,137.15,"Vallis, valles",mc23,Approved,"River in British Columbia and Alberta, Canada."
